,Loudness,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,ZCR,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Mel_Spectrogram_1,Mel_Spectrogram_2,Mel_Spectrogram_3,Mel_Spectrogram_4,Mel_Spectrogram_5,Mel_Spectrogram_6,Mel_Spectrogram_7,Mel_Spectrogram_8,Mel_Spectrogram_9,Mel_Spectrogram_10,Mel_Spectrogram_11,Mel_Spectrogram_12
10,0.02020763280697826,-9.429705,-10.158398,-8.285166,-7.465727,-3.1059575,-0.45615786,-6.0115314,-0.9679711,10.272147,5.787503,1.057214,7.2511845,0.7939453125,0.42313558,0.8414052,0.89303607,0.45414653,0.37910452,0.19985779,0.17426816,0.1909543,0.09823852,0.10922426,0.09367235,0.107387684,0.00088279543,0.03317801,0.10607985,0.100918464,0.06474735,0.04390868,0.03596066,0.037293635,0.0350323,0.046420764,0.047877856,0.037601653
11,0.0197643562720611,12.181713,13.746752,14.261544,13.394415,14.069368,8.801063,3.8796299,4.953876,11.456938,9.935059,14.110574,12.745163,0.791015625,0.51895446,0.529257,0.5995183,0.34153524,0.25248912,0.15025634,0.12369481,0.1745076,0.13553886,0.1362929,0.16763715,0.26640487,0.00028583262,0.017791644,0.11115519,0.22234681,0.22226486,0.18806586,0.16118436,0.18497491,0.20894095,0.23846157,0.26461783,0.23332983
12,0.019326085382714242,,,,,,,,,,,,,0.67529296875,,,,,,,,,,,,,,,,,,,,,,,,
13,0.01801483584420403,,,,,,,,,,,,,0.50341796875,,,,,,,,,,,,,,,,,,,,,,,,
14,0.03789281175143317,,,,,,,,,,,,,0.337890625,,,,,,,,,,,,,,,,,,,,,,,,
15,0.06234319768806789,,,,,,,,,,,,,0.18798828125,,,,,,,,,,,,,,,,,,,,,,,,
16,0.07098148568209899,,,,,,,,,,,,,0.14990234375,,,,,,,,,,,,,,,,,,,,,,,,
17,0.07699369653570953,,,,,,,,,,,,,0.15673828125,,,,,,,,,,,,,,,,,,,,,,,,
18,0.07540125327227609,,,,,,,,,,,,,0.169921875,,,,,,,,,,,,,,,,,,,,,,,,
19,0.0681850799905588,,,,,,,,,,,,,0.16845703125,,,,,,,,,,,,,,,,,,,,,,,,
20,0.07503493657602006,,,,,,,,,,,,,0.18408203125,,,,,,,,,,,,,,,,,,,,,,,,
21,0.08798978298315592,,,,,,,,,,,,,0.20849609375,,,,,,,,,,,,,,,,,,,,,,,,
22,0.09878718693024857,,,,,,,,,,,,,0.2099609375,,,,,,,,,,,,,,,,,,,,,,,,
23,0.1062767987254307,,,,,,,,,,,,,0.20751953125,,,,,,,,,,,,,,,,,,,,,,,,
24,0.11099491530904912,,,,,,,,,,,,,0.19677734375,,,,,,,,,,,,,,,,,,,,,,,,
25,0.11608019053287309,,,,,,,,,,,,,0.181640625,,,,,,,,,,,,,,,,,,,,,,,,
26,0.11687392959130055,,,,,,,,,,,,,0.17138671875,,,,,,,,,,,,,,,,,,,,,,,,
27,0.09633046472992039,,,,,,,,,,,,,0.16845703125,,,,,,,,,,,,,,,,,,,,,,,,
28,0.060242796852137764,,,,,,,,,,,,,0.1630859375,,,,,,,,,,,,,,,,,,,,,,,,
29,0.04312584887840466,,,,,,,,,,,,,0.1416015625,,,,,,,,,,,,,,,,,,,,,,,,
30,0.040986304645563416,,,,,,,,,,,,,0.11181640625,,,,,,,,,,,,,,,,,,,,,,,,
31,0.03475581543735558,,,,,,,,,,,,,0.07763671875,,,,,,,,,,,,,,,,,,,,,,,,
32,0.017869828718781774,,,,,,,,,,,,,0.0439453125,,,,,,,,,,,,,,,,,,,,,,,,
33,0.006319002553765566,,,,,,,,,,,,,0.03955078125,,,,,,,,,,,,,,,,,,,,,,,,
34,0.004051522558865709,,,,,,,,,,,,,0.04736328125,,,,,,,,,,,,,,,,,,,,,,,,
35,0.012022207713464074,,,,,,,,,,,,,0.0732421875,,,,,,,,,,,,,,,,,,,,,,,,
36,0.02510461052237412,,,,,,,,,,,,,0.09912109375,,,,,,,,,,,,,,,,,,,,,,,,
37,0.029485069254283437,,,,,,,,,,,,,0.1025390625,,,,,,,,,,,,,,,,,,,,,,,,
38,0.030947242168334565,,,,,,,,,,,,,0.08984375,,,,,,,,,,,,,,,,,,,,,,,,
39,0.033408464424050335,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,
40,0.02899364665668397,,,,,,,,,,,,,0.0380859375,,,,,,,,,,,,,,,,,,,,,,,,
41,0.01780367070632347,,,,,,,,,,,,,0.02783203125,,,,,,,,,,,,,,,,,,,,,,,,
42,0.012456916554397865,,,,,,,,,,,,,0.02880859375,,,,,,,,,,,,,,,,,,,,,,,,
43,0.012152967536966586,,,,,,,,,,,,,0.0322265625,,,,,,,,,,,,,,,,,,,,,,,,
44,0.015262055524243751,,,,,,,,,,,,,0.037109375,,,,,,,,,,,,,,,,,,,,,,,,
45,0.030165854151359358,,,,,,,,,,,,,0.0458984375,,,,,,,,,,,,,,,,,,,,,,,,
46,0.05524692969710321,,,,,,,,,,,,,0.056640625,,,,,,,,,,,,,,,,,,,,,,,,
47,0.060589475411589176,,,,,,,,,,,,,0.064453125,,,,,,,,,,,,,,,,,,,,,,,,
48,0.045340055789256144,,,,,,,,,,,,,0.08056640625,,,,,,,,,,,,,,,,,,,,,,,,
49,0.045452441759832776,,,,,,,,,,,,,0.09814453125,,,,,,,,,,,,,,,,,,,,,,,,
50,0.045071564970568204,,,,,,,,,,,,,0.10205078125,,,,,,,,,,,,,,,,,,,,,,,,
51,0.04149563791155185,,,,,,,,,,,,,0.10791015625,,,,,,,,,,,,,,,,,,,,,,,,
52,0.04435259909272675,,,,,,,,,,,,,0.1103515625,,,,,,,,,,,,,,,,,,,,,,,,
53,0.05303644932852608,,,,,,,,,,,,,0.107421875,,,,,,,,,,,,,,,,,,,,,,,,
54,0.06215479632418708,,,,,,,,,,,,,0.11328125,,,,,,,,,,,,,,,,,,,,,,,,
55,0.0659885946496806,,,,,,,,,,,,,0.12060546875,,,,,,,,,,,,,,,,,,,,,,,,
56,0.06222988035405036,,,,,,,,,,,,,0.11767578125,,,,,,,,,,,,,,,,,,,,,,,,
57,0.054790546624641015,,,,,,,,,,,,,0.1181640625,,,,,,,,,,,,,,,,,,,,,,,,
58,0.046838291517091166,,,,,,,,,,,,,0.12158203125,,,,,,,,,,,,,,,,,,,,,,,,
59,0.039497426331229275,,,,,,,,,,,,,0.11669921875,,,,,,,,,,,,,,,,,,,,,,,,
60,0.03492840806605401,,,,,,,,,,,,,0.11376953125,,,,,,,,,,,,,,,,,,,,,,,,
61,0.029641491875203464,,,,,,,,,,,,,0.09033203125,,,,,,,,,,,,,,,,,,,,,,,,
62,0.01825832390211824,,,,,,,,,,,,,0.0615234375,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00761563299743495,,,,,,,,,,,,,0.0595703125,,,,,,,,,,,,,,,,,,,,,,,,
64,0.005528474935673179,,,,,,,,,,,,,0.0498046875,,,,,,,,,,,,,,,,,,,,,,,,
65,0.004624653994340019,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,
66,0.0019950985224355335,,,,,,,,,,,,,0.10400390625,,,,,,,,,,,,,,,,,,,,,,,,
67,0.00038222221944504556,,,,,,,,,,,,,0.09814453125,,,,,,,,,,,,,,,,,,,,,,,,
68,0.0032064757193199,,,,,,,,,,,,,0.08837890625,,,,,,,,,,,,,,,,,,,,,,,,
69,0.01069472234294097,,,,,,,,,,,,,0.0751953125,,,,,,,,,,,,,,,,,,,,,,,,
70,0.018634469332996804,,,,,,,,,,,,,0.03466796875,,,,,,,,,,,,,,,,,,,,,,,,
71,0.021168132193598373,,,,,,,,,,,,,0.02099609375,,,,,,,,,,,,,,,,,,,,,,,,
72,0.020843027620428303,,,,,,,,,,,,,0.02099609375,,,,,,,,,,,,,,,,,,,,,,,,
73,0.020034792218059295,,,,,,,,,,,,,0.02392578125,,,,,,,,,,,,,,,,,,,,,,,,
74,0.018185293635986605,,,,,,,,,,,,,0.04345703125,,,,,,,,,,,,,,,,,,,,,,,,
75,0.018713317722934705,,,,,,,,,,,,,0.07373046875,,,,,,,,,,,,,,,,,,,,,,,,
76,0.01794820292968915,,,,,,,,,,,,,0.1025390625,,,,,,,,,,,,,,,,,,,,,,,,
77,0.01744569541082346,,,,,,,,,,,,,0.1279296875,,,,,,,,,,,,,,,,,,,,,,,,
78,0.01782961752548691,,,,,,,,,,,,,0.14599609375,,,,,,,,,,,,,,,,,,,,,,,,
79,0.01836306827762887,,,,,,,,,,,,,0.1474609375,,,,,,,,,,,,,,,,,,,,,,,,
80,0.0184617065633934,,,,,,,,,,,,,0.1552734375,,,,,,,,,,,,,,,,,,,,,,,,
81,0.018380185264165044,,,,,,,,,,,,,0.1630859375,,,,,,,,,,,,,,,,,,,,,,,,
82,0.019023276809115534,,,,,,,,,,,,,0.15771484375,,,,,,,,,,,,,,,,,,,,,,,,
83,0.018939890866139765,,,,,,,,,,,,,0.15625,,,,,,,,,,,,,,,,,,,,,,,,
84,0.018355251417316393,,,,,,,,,,,,,0.15673828125,,,,,,,,,,,,,,,,,,,,,,,,
85,0.017589288219955233,,,,,,,,,,,,,0.15234375,,,,,,,,,,,,,,,,,,,,,,,,
86,0.015738906518441013,,,,,,,,,,,,,0.12353515625,,,,,,,,,,,,,,,,,,,,,,,,
87,0.012598129982505776,,,,,,,,,,,,,0.09619140625,,,,,,,,,,,,,,,,,,,,,,,,
88,0.009508075733070144,,,,,,,,,,,,,0.05810546875,,,,,,,,,,,,,,,,,,,,,,,,
89,0.007241830773554337,,,,,,,,,,,,,0.02490234375,,,,,,,,,,,,,,,,,,,,,,,,
90,0.006165815332279842,,,,,,,,,,,,,0.01953125,,,,,,,,,,,,,,,,,,,,,,,,
91,0.005048367212198563,,,,,,,,,,,,,0.01416015625,,,,,,,,,,,,,,,,,,,,,,,,
92,0.004175035849523673,,,,,,,,,,,,,0.0146484375,,,,,,,,,,,,,,,,,,,,,,,,
93,0.0037481167195937857,,,,,,,,,,,,,0.0146484375,,,,,,,,,,,,,,,,,,,,,,,,
94,0.0032275103389750263,,,,,,,,,,,,,0.01171875,,,,,,,,,,,,,,,,,,,,,,,,
95,0.001858095032181241,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,,,,,,,
