,Loudness,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,ZCR,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Mel_Spectrogram_1,Mel_Spectrogram_2,Mel_Spectrogram_3,Mel_Spectrogram_4,Mel_Spectrogram_5,Mel_Spectrogram_6,Mel_Spectrogram_7,Mel_Spectrogram_8,Mel_Spectrogram_9,Mel_Spectrogram_10,Mel_Spectrogram_11,Mel_Spectrogram_12
0,0.0013689636473581482,-449.1405,-349.48822,-326.30267,-336.35687,-347.52985,-357.96793,-354.07483,-352.40875,-354.8094,-353.016,-351.1536,-357.1987,0.25390625,0.5369504,0.46793646,0.7094444,0.6256933,0.43379852,0.24036853,0.21450743,0.26930237,0.20272909,0.39392138,0.47141856,0.4751253,0.00022665467,0.00057123776,0.00020602957,0.00010436817,8.607091e-05,8.319935e-05,7.6730925e-05,9.494461e-05,9.063096e-05,7.2545845e-05,7.2684656e-05,0.000119534365
1,0.007719867003111624,-28.482439,-75.92314,-101.507034,-110.06029,-112.72115,-114.96416,-107.97887,-107.608986,-108.88342,-109.28315,-107.47902,-109.112915,0.4345703125,0.5153731,0.5123324,0.92951596,1.0,0.98582125,0.7627845,0.6449732,0.7259653,0.5532627,1.0,1.0,1.0,9.669508e-05,0.00021642128,0.00021194613,0.00013898479,5.64001e-05,4.3561406e-05,8.766523e-05,0.00011081261,7.340705e-05,7.073438e-05,0.00010869749,7.040734e-05
2,0.015766850328063027,25.978104,39.06736,43.492683,44.4117,36.04949,31.75565,32.099644,35.756638,36.855606,42.628006,46.22867,44.37402,0.62890625,0.3410799,0.27162006,0.5348303,0.5989455,0.7720838,0.57869595,0.46878555,0.57778007,0.5301551,0.56040794,0.50437695,0.9983246,4.6304936e-05,0.00011467869,0.00019677868,0.00015980308,9.490242e-05,5.8901845e-05,8.560868e-05,9.585431e-05,0.00011264507,0.00013467758,0.00020235355,0.00015832517
3,0.020276104606001513,24.644444,11.568295,-12.681858,-30.292326,-33.99244,-32.431633,-32.58058,-30.053196,-31.528896,-32.768265,-32.588005,-30.755262,0.7255859375,0.49861127,0.319248,0.34141457,0.4790917,1.0,0.9015805,0.73937297,1.0,1.0,0.46883813,0.22708084,0.71750295,6.121625e-05,0.00035766105,0.0005699799,0.00044326702,0.00031451747,0.00022773424,0.0002821923,0.00017960969,0.00014875404,0.00020898356,0.0002781706,0.00016892723
4,0.020882547601185665,-7.6527023,-3.41904,-4.6487007,3.572102,17.950882,21.547882,20.002907,20.871534,17.840601,8.278328,5.2541313,13.246995,0.787109375,0.5068462,0.26899657,0.20821768,0.24382749,0.58413494,1.0,1.0,0.7221579,0.36374035,0.15066981,0.11255717,0.18470348,3.3055316e-05,0.00020063859,0.00033025362,0.00033365123,0.00058160024,0.00042564928,0.0004528778,0.00070200686,0.0006729034,0.0004491168,0.00023527726,0.00025791934
5,0.02042173089931151,22.198612,22.080345,10.978752,0.12526399,1.6541898,2.580735,0.27234375,-1.7380013,-0.75495493,1.6596105,-3.2794776,-0.8269189,0.814453125,0.38340342,0.24717408,0.126229,0.041476235,0.047111634,0.070644595,0.07159238,0.051565554,0.027077548,0.029628163,0.027193878,0.034023497,0.00012691395,0.0004305397,0.00048352772,0.00034140216,0.00044240747,0.00040358334,0.00043888667,0.0004740395,0.00032948097,0.0002401834,0.00035687533,0.0003689373
6,0.019142465600246496,-11.960834,-7.7201767,-4.378066,-0.12983096,11.838385,15.969854,10.771557,8.076147,7.54115,6.430518,0.7337661,4.1587996,0.82177734375,0.5411833,0.59445524,0.322818,0.06828253,0.031061929,0.025735887,0.027873142,0.029506613,0.034496114,0.067123234,0.06406575,0.076905765,0.00012829869,0.000611006,0.0007040278,0.00056611747,0.00057341676,0.0004423867,0.0005491049,0.0005848137,0.00044519632,0.0003626404,0.00046117196,0.00044794095
7,0.019594597902785768,11.695643,16.141542,15.974132,13.239796,10.110301,6.3054895,5.587599,4.803275,4.2549524,12.381372,16.77864,15.130035,0.81884765625,1.0,0.91361755,0.5907776,0.29525706,0.1445844,0.091043286,0.066275276,0.0606198,0.050124772,0.083334364,0.05448261,0.07554593,8.5090905e-05,0.00071350794,0.00095578446,0.0008208864,0.0008151565,0.0008624833,0.00072834827,0.0007964472,0.00077484874,0.0007274691,0.0005643202,0.000577672
8,0.020392423950966528,2.6817813,-4.1363144,-3.4097822,-5.645215,-4.8407383,-4.2764683,-5.590975,-3.2285314,-3.887383,-3.935378,6.311358,9.332914,0.80615234375,0.4963149,0.5737662,0.54087657,0.25786254,0.15434225,0.10107957,0.075424396,0.062964484,0.050526243,0.07106785,0.057910424,0.07649452,0.000303684,0.0036038035,0.004739065,0.002051299,0.0016641158,0.0015169225,0.0012789468,0.001245593,0.001181156,0.0011893935,0.0011355185,0.0010463719
9,0.019889572545725886,1.0393527,1.1100385,4.7046204,3.4467807,7.015133,8.873945,-0.93962866,4.955735,10.343276,7.66889,9.207686,13.390518,0.79248046875,0.4676794,1.0,1.0,0.37141877,0.31266013,0.23269817,0.19527504,0.20578226,0.12559402,0.16663267,0.1445143,0.12874971,0.000722214,0.011816008,0.020481428,0.01148646,0.0049647847,0.0036877363,0.0036288302,0.0039440757,0.004842511,0.008607222,0.009191996,0.0073936223
